,Superficie,Precio Venta,Fecha Venta,Vendedor
2884,195,1414140,,
2885,201,850029,2007-04-22,María
2886,61,265289,2007-02-17,Carmen
2887,239,1197390,,
2888,223,1071515,2007-03-20,Luisa
2889,72,449064,,
2890,132,936672,,
2891,262,2517034,,
2892,186,1464192,,
2893,173,934200,,
2894,124,1014196,,
2895,234,979056,2007-04-26,Jesús
2896,258,1058832,,
2897,214,1771492,,
2898,105,1045905,2007-04-24,Joaquín
2899,51,344811,,
2900,70,598290,,
2901,135,563760,2007-03-13,Pedro
2902,199,1370911,,
2903,149,1454836,,
2904,282,1239672,2007-03-10,Jesús
2905,169,720278,,
2906,113,879366,,
2907,128,669056,2007-03-15,Joaquín
2908,228,2081868,,
2909,125,1166375,,
2910,282,1234032,2007-04-17,Joaquín
2911,218,2102174,,
2912,131,1008176,,
2913,67,282405,,
2914,185,1635030,,
2915,176,1185536,,
2916,265,1820285,,
2917,141,1045233,,
2918,49,327271,,
2919,99,831204,,
2920,77,360822,,
2921,60,288360,2007-03-25,Jesús
2922,95,519365,,
2923,175,890925,,
2924,49,367206,2007-04-03,Jesús
2925,197,1165649,,
2926,153,1095786,,
2927,180,1467360,,
2928,253,1239700,,
2929,82,643290,,
2930,230,1847590,,
2931,86,707350,,
2932,44,353628,,
2933,261,1752093,,
2934,192,1169088,,
2935,219,883446,,
2936,100,905600,2007-05-07,Joaquín
2937,114,1078668,2007-03-31,Jesús
2938,187,1274218,,
2939,94,789976,2007-03-08,María
2940,274,2474220,,
2941,145,684110,,
2942,261,2198403,2007-03-09,Joaquín
2943,114,1130424,,
2944,151,693543,,
2945,136,1323280,,
2946,186,1367100,,
2947,138,1186524,2007-04-24,Joaquín
2948,96,450336,,
2949,172,1270908,,
2950,147,1045317,,
2951,236,2133204,2007-03-13,Pedro
2952,251,1528088,,
2953,185,1255595,,
2954,112,774144,,
2955,59,432411,,
2956,61,258030,,
2957,193,1059956,2007-03-10,María
2958,119,888335,,
2959,117,575640,,
2960,257,2170622,2007-04-18,Jesús
2961,171,1696149,,
2962,197,1077196,2007-04-12,María
2963,242,1246058,,
2964,128,752896,,
2965,147,679140,,
2966,43,305128,,
2967,198,1094940,2007-03-25,Joaquín
2968,109,703159,,
2969,200,1385200,2007-03-31,Joaquín
2970,291,2797092,,
2971,158,1185790,,
2972,134,1295914,,
2973,200,1559800,2007-04-23,Joaquín
2974,164,1482068,,
2975,48,249072,,
2976,248,1957960,,
2977,174,1377210,,
2978,152,1147144,,
2979,200,1957200,,
2980,182,1421056,2007-04-04,María
2981,72,339192,,
2982,85,670310,,
2983,93,910563,,
2984,200,1407200,,
2985,281,2244066,2007-03-26,Joaquín
2986,215,1408680,2007-03-20,Jesús
2987,242,1492656,,
2988,255,1079670,,
2989,48,247584,2007-04-08,Joaquín
2990,139,562394,,
2991,95,776245,2007-04-15,Luisa
2992,100,835600,,
2993,223,1794927,,
2994,237,1997436,,
2995,186,1844190,,
2996,108,903960,,
2997,129,789738,,
2998,263,1403631,,
2999,141,1112631,,
3000,273,1993446,,
3001,226,2041006,,
3002,80,709760,2007-05-02,Jesús
3003,211,2086368,,
3004,80,651360,,
3005,219,913449,,
3006,297,2673000,,
3007,287,1882433,,
3008,125,645250,,
3009,292,1751124,,
3010,224,1646624,,
3011,182,1295840,,
3012,257,1245165,,
3013,135,1309365,,
3014,62,333312,,
3015,149,667520,,
3016,264,1060488,2007-04-28,Joaquín
3017,69,483828,2007-05-05,Pedro
3018,64,478272,,
3019,146,1399264,,
3020,199,1321161,,
3021,106,906830,,
3022,73,592030,,
3023,273,1725087,,
3024,293,2662784,,
3025,94,821748,,
3026,167,1335499,,
3027,247,2398617,,
3028,56,486416,,
3029,98,429730,,
3030,196,904344,2007-04-20,Pedro
3031,67,643200,,
3032,119,571676,,
3033,107,885960,,
3034,269,1520119,,
3035,286,1895036,,
3036,196,1022140,,
3037,139,862634,,
3038,185,1156990,,
3039,238,1108128,,
3040,90,713250,,
3041,64,610816,,
3042,92,709596,2007-04-17,Carmen
3043,169,1635413,,
3044,222,1296258,,
3045,233,1077858,2007-04-30,María
3046,196,1880032,,
3047,256,1934080,,
3048,57,269724,,
3049,100,440500,,
3050,259,1369333,,
3051,272,1965472,,
3052,164,1425488,,
3053,152,896800,,
3054,258,2204352,,
3055,70,511700,,
3056,217,1578675,,
3057,87,730452,,
3058,290,2797050,,
3059,289,2427311,,
3060,228,932292,,
3061,62,373240,,
3062,71,537825,,
3063,120,761520,,
3064,230,1486030,,
3065,107,968243,,
3066,256,1856000,,
3067,196,814380,,
3068,273,1230684,,
3069,243,1857735,,
3070,259,1360268,,
3071,253,2291421,,
3072,236,1598664,,
3073,123,885969,,
3074,56,485240,,
3075,216,2143368,,
3076,184,1570624,,
3077,239,1517889,,
3078,149,1047917,,
3079,79,393736,,
3080,170,1491920,,
3081,268,1420132,,
3082,232,1511944,,
3083,137,569098,,
3084,108,784080,,
3085,67,657270,,
3086,59,268332,,
3087,204,1677492,,
3088,164,1494204,,
3089,285,2321325,,
3090,212,1896340,,
3091,189,1788885,,
3092,216,1554336,,
3093,214,1086478,,
3094,50,302100,,
3095,269,2189122,,
3096,229,1014928,,
3097,79,381254,,
3098,296,2563064,,
3099,230,1445090,,
3100,273,2148783,,
3101,198,1295712,,
3102,101,921827,,
3103,174,915936,,
3104,79,659808,,
3105,260,1636700,,
3106,117,997776,,
3107,229,1065995,,
3108,116,599604,,
3109,46,301346,,
3110,102,860676,,
3111,124,684356,,
3112,112,1005648,,
3113,158,1045486,,
3114,211,1528906,,
3115,71,285136,,
3116,160,1431040,,
3117,283,2449082,,
3118,113,952929,,
3119,260,1746420,,
3120,292,2658076,,
3121,105,496020,,
3122,42,185010,,
3123,252,2154096,,
3124,119,688058,,
3125,297,2902284,,
3126,59,523802,,
3127,201,1817442,,
3128,244,1050664,,
3129,62,443362,,
3130,149,839913,,
3131,54,521910,,
3132,59,519023,,
3133,195,1468740,,
3134,181,1048714,,
3135,82,417626,,
3136,66,268488,,
3137,119,1108604,,
3138,248,2357240,,
3139,138,1248072,,
3140,298,1708434,,
3141,107,802393,,
3142,241,979183,,
3143,288,1978848,,
3144,234,1789866,,
3145,174,1568610,,
3146,177,1325730,,
3147,210,1855770,,
3148,81,324648,,
3149,198,1158894,,
3150,43,293303,,
3151,61,260775,,
3152,115,1040635,,
3153,281,1527516,,
3154,65,590785,,
3155,167,858714,,
3156,95,435670,,
3157,267,1127274,,
3158,43,305945,,
3159,238,992698,,
3160,116,648092,,
3161,261,2186658,,
3162,234,973206,,
3163,256,1175040,,
3164,182,1433796,,
3165,87,348696,,
3166,89,738700,,
3167,291,1374975,,
3168,291,2066100,,
3169,168,1576848,,
3170,89,684588,,
3171,163,1478573,,
3172,279,1395837,,
3173,64,520384,,
3174,198,1780812,,
3175,99,825759,,
3176,128,801408,,
3177,113,1028074,,
3178,183,904935,,
3179,174,1615068,,
3180,127,957453,,
3181,182,1587768,,
3182,61,606279,,
3183,266,2233602,,
3184,251,1913624,,
3185,221,1583686,,
3186,161,1420020,,
3187,65,311090,,
3188,127,732028,,
3189,213,1324008,,
3190,230,1057310,,
3191,280,2439640,,
3192,282,2019120,,
3193,62,397606,,
3194,185,1109075,,
3195,221,2075632,,
3196,292,2262708,,
3197,212,1684340,,
3198,270,1859220,,
3199,44,181192,,
3200,93,849462,,
3201,298,1360966,,
3202,183,1694763,,
3203,61,350872,,
3204,121,870837,,
3205,285,1622790,,
3206,238,1195474,,
3207,123,1083261,,
3208,137,918722,,
3209,136,997968,,
3210,82,601306,,
3211,49,425173,,
3212,53,503871,,
3213,188,1607588,,
3214,104,522912,,
3215,63,319347,,
3216,161,1020257,,
3217,93,812913,,
3218,95,905920,,
3219,118,905532,,
3220,140,1134840,,
3221,138,1034034,,
3222,140,949060,,
3223,192,1242624,,
3224,173,1456487,,
3225,145,1128390,,
3226,162,720576,,
3227,53,325420,,
3228,201,1194342,,
3229,88,476784,,
3230,106,520672,,
3231,44,306020,,
3232,110,713680,,
3233,99,763983,,
3234,76,347776,,
3235,292,2765240,,
3236,102,470118,,
3237,126,726264,,
3238,159,1056714,,
3239,153,774792,,
3240,59,555013,,
3241,60,586920,,
3242,135,1096470,,
3243,239,1364690,,
3244,283,1800729,,
3245,144,1035648,,
3246,95,940310,,
3247,135,1298025,,
3248,41,192290,,
3249,213,1202811,,
3250,60,366780,,
3251,245,1966615,,
3252,172,1389072,,
3253,79,495093,,
3254,221,1194726,,
3255,266,2010960,,
3256,128,912256,,
3257,182,777868,,
3258,118,1114746,,
3259,132,1028676,,
3260,269,1674794,,
3261,243,1608903,,
3262,197,1630569,,
3263,291,1475952,,
3264,51,393057,,
3265,209,1925935,,
3266,199,1682346,,
3267,300,2908500,,
3268,170,1178610,,
3269,73,622909,,
3270,119,1056839,,
3271,218,1656364,,
3272,112,739872,,
3273,117,898209,,
3274,42,417564,,
3275,71,591004,,
3276,197,1802156,,
3277,146,725474,,
3278,116,845640,,
3279,163,761536,,
3280,276,2336340,,
3281,220,1296900,,
3282,279,2384334,,
3283,162,1517292,,
3284,119,631057,,
3285,257,2490587,,
3286,76,443460,,
3287,293,2065357,,
3288,296,2914416,,
3289,248,1147000,,
3290,158,1567834,,
3291,100,787400,,
3292,151,1028159,,
3293,128,818176,,
3294,123,1088181,,
3295,89,414829,,
3296,273,1497132,,
3297,282,2689434,,
3298,131,1224850,,
3299,156,881868,,
3300,45,448065,,
3301,225,2179125,,
3302,229,916229,,
3303,128,1270400,,
3304,244,1026508,,
3305,200,1760000,,
3306,221,1533077,,
3307,286,1180036,,
3308,140,760620,,
3309,197,825430,,
3310,143,830830,,
3311,277,2129576,,
3312,187,1297780,,
3313,284,1808512,,
3314,179,1386892,,
3315,146,1063902,,
3316,247,1804088,,
3317,95,394250,,
3318,114,540018,,
3319,44,293172,,
3320,81,607014,,
3321,44,180048,,
3322,283,2686236,,
3323,136,807432,,
3324,52,463424,,
3325,296,2078216,,
3326,161,999005,,
3327,55,355135,,
3328,264,2517504,,
3329,88,612568,,
3330,110,845790,,
3331,190,1031320,,
3332,221,1450644,,
3333,55,454080,,
3334,78,740688,,
3335,88,397408,,
3336,254,2140712,,
